SampleId;SEEDLE;ObjectId#;ProjArea;StraightLength;CurvedLength;StraightWidth;CurvedWidth;Curvature;VolCircle;VolEllipsoid;VolRectangle;VolConstPerim;SurfAreaCircle;SurfAreaEllipsoid;SurfAreaRectangle;SurfAreaConstPerim;SurfAreaPropPerim;WLRatio;HorizPosition;VertPosition;ProjPerimeter;ProjFormCoeff
73.5;SEEDLE;2;0.0415;0.3865;0.4202;0.1566;0.1580;0.0888;0.0039;0.0004;0.0005;0.0000;0.1364;0.0969;0.0955;0.0004;0.0434;0.4053;5.2036;3.8145;1.2289;0.3450
73.5;SEEDLE;3;0.0355;0.2776;0.3211;0.1849;0.2370;0.0655;0.0057;0.0006;0.0007;0.0000;0.1419;0.1009;0.0994;0.0003;0.0452;0.6661;5.4035;4.4589;1.0890;0.3762
74;SEEDLE;1;0.0360;0.2994;0.3119;0.1992;0.1921;0.0339;0.0038;0.0004;0.0005;0.0000;0.1112;0.0790;0.0779;0.0003;0.0354;0.6653;5.9083;7.4776;0.9608;0.4902
74.5;SEEDLE;1;0.0300;0.3765;0.4039;0.1435;0.1416;0.0120;0.0020;0.0002;0.0003;0.0000;0.0948;0.0673;0.0664;0.0004;0.0302;0.3811;4.9794;6.8345;0.9936;0.3823
74.5;SEEDLE;2;0.0339;0.2671;0.3260;0.1711;0.1954;0.0760;0.0044;0.0004;0.0006;0.0000;0.1249;0.0888;0.0875;0.0003;0.0398;0.6404;6.5100;6.5872;0.9270;0.4952
74.5;SEEDLE;3;0.0294;0.2316;0.2432;0.1804;0.1735;0.0552;0.0034;0.0003;0.0004;0.0000;0.0968;0.0688;0.0678;0.0002;0.0308;0.7790;7.4978;7.3985;0.6615;0.8443
75;SEEDLE;1;0.0485;0.2998;0.3181;0.2445;0.2336;0.0620;0.0073;0.0007;0.0009;0.0000;0.1597;0.1135;0.1118;0.0003;0.0508;0.8154;5.5612;6.1118;1.0743;0.5286
75;SEEDLE;2;0.0186;0.8280;0.8284;0.0326;0.0326;0.0110;0.0004;0.0000;0.0000;0.0000;0.0599;0.0426;0.0419;0.0008;0.0191;0.0393;6.0681;5.1411;1.8079;0.0714
75.5;SEEDLE;1;0.0558;0.7625;0.7717;0.0870;0.0880;0.0714;0.0033;0.0003;0.0004;0.0000;0.1753;0.1246;0.1228;0.0008;0.0558;0.1141;3.7797;4.0280;1.6814;0.2482
75.5;SEEDLE;2;0.0338;0.4539;0.4682;0.1408;0.1384;0.0978;0.0022;0.0002;0.0003;0.0000;0.1056;0.0751;0.0740;0.0005;0.0336;0.3102;4.4030;4.3574;1.2313;0.2800
75.5;SEEDLE;3;0.0257;0.1982;0.2292;0.1851;0.1856;0.0509;0.0041;0.0004;0.0005;0.0000;0.1034;0.0735;0.0724;0.0002;0.0329;0.9337;4.5686;3.4479;0.6404;0.7887
76;SEEDLE;1;0.0165;0.3103;0.3240;0.0682;0.0747;0.0926;0.0007;0.0001;0.0001;0.0000;0.0527;0.0374;0.0369;0.0003;0.0168;0.2197;7.1178;5.6749;0.8272;0.3038
76;SEEDLE;2;0.0175;0.2241;0.2299;0.1116;0.1121;0.0637;0.0012;0.0001;0.0001;0.0000;0.0555;0.0394;0.0388;0.0002;0.0177;0.4980;7.9338;6.1954;0.5899;0.6314
76;SEEDLE;3;0.0472;0.7697;0.7773;0.0871;0.0891;0.0177;0.0024;0.0002;0.0003;0.0000;0.1473;0.1046;0.1031;0.0008;0.0469;0.1132;8.1479;5.3684;1.9113;0.1624
76;SEEDLE;4;0.0374;0.3276;0.3642;0.1668;0.2533;0.0782;0.0038;0.0004;0.0005;0.0000;0.1206;0.0857;0.0844;0.0004;0.0384;0.5090;8.8052;6.2648;1.2848;0.2846
76;SEEDLE;5;0.0269;0.2193;0.2311;0.1899;0.1884;0.0462;0.0032;0.0003;0.0004;0.0000;0.0891;0.0633;0.0624;0.0002;0.0284;0.8659;9.1095;4.9845;0.7361;0.6240
76.5;SEEDLE;1;0.1542;0.9291;0.9655;0.2664;0.3149;0.0109;0.0228;0.0023;0.0029;0.0000;0.4785;0.3401;0.3351;0.0010;0.1523;0.2867;3.6018;4.4984;2.9139;0.2281
76.5;SEEDLE;2;0.0324;0.5335;0.5530;0.0963;0.1070;0.0620;0.0016;0.0002;0.0002;0.0000;0.0915;0.0650;0.0640;0.0006;0.0291;0.1806;4.6751;5.2540;1.7818;0.1283
76.5;SEEDLE;3;0.0353;0.2504;0.2811;0.1860;0.2006;0.2027;0.0045;0.0005;0.0006;0.0000;0.1172;0.0833;0.0820;0.0003;0.0373;0.7428;4.8459;4.1314;0.9638;0.4781
76.5;SEEDLE;4;0.0187;0.3536;0.3789;0.1138;0.1138;0.0403;0.0009;0.0001;0.0001;0.0000;0.0588;0.0418;0.0411;0.0004;0.0187;0.3219;5.6923;5.2779;1.0511;0.2122
76.5;SEEDLE;5;0.0477;0.3472;0.3781;0.2051;0.2234;0.0291;0.0057;0.0006;0.0007;0.0000;0.1545;0.1098;0.1082;0.0004;0.0492;0.5906;6.5949;3.9287;1.2604;0.3776
77;SEEDLE;1;0.0200;0.9248;0.9506;0.0390;0.0417;0.0908;0.0004;0.0000;0.0000;0.0000;0.0630;0.0448;0.0441;0.0010;0.0201;0.0422;3.9399;5.3558;2.0840;0.0580
77;SEEDLE;2;0.0245;0.2465;0.3352;0.1672;0.2015;0.0184;0.0036;0.0004;0.0005;0.0000;0.1128;0.0801;0.0790;0.0003;0.0359;0.6784;3.7690;7.1798;1.0557;0.2761
77;SEEDLE;3;0.0257;0.9557;0.9654;0.0366;0.0375;0.0298;0.0006;0.0001;0.0001;0.0000;0.0812;0.0577;0.0569;0.0010;0.0258;0.0383;4.1683;6.4711;2.1309;0.0712
77;SEEDLE;4;0.0639;0.5847;0.5959;0.1524;0.1550;0.0450;0.0059;0.0006;0.0008;0.0000;0.2015;0.1432;0.1411;0.0006;0.0641;0.2607;4.3617;7.4026;1.3735;0.4257
77;SEEDLE;5;0.0245;0.4371;0.4487;0.1472;0.1425;0.0309;0.0014;0.0001;0.0002;0.0000;0.0757;0.0538;0.0530;0.0004;0.0241;0.3367;4.4044;5.8137;1.3097;0.1796
77;SEEDLE;6;0.0248;0.2514;0.2792;0.1510;0.1410;0.0401;0.0022;0.0002;0.0003;0.0000;0.0837;0.0595;0.0586;0.0003;0.0266;0.6006;4.7681;4.8655;0.7338;0.5782
77;SEEDLE;7;0.2243;2.1464;2.2961;0.1717;0.2144;0.1442;0.0148;0.0015;0.0019;0.0000;0.6281;0.4463;0.4398;0.0023;0.1999;0.0800;5.3357;5.6143;6.2154;0.0730
77;SEEDLE;8;0.0563;0.3376;0.3454;0.2595;0.2459;0.0602;0.0080;0.0008;0.0010;0.0000;0.1717;0.1220;0.1203;0.0003;0.0547;0.7687;5.5516;6.9926;1.1324;0.5522
77;SEEDLE;9;0.0192;0.1956;0.2218;0.1330;0.1783;0.1152;0.0021;0.0002;0.0003;0.0000;0.0726;0.0516;0.0509;0.0002;0.0231;0.6802;6.3799;7.4545;0.5699;0.7415
77;SEEDLE;10;0.0234;0.7881;0.7894;0.0408;0.0408;0.0231;0.0006;0.0001;0.0001;0.0000;0.0735;0.0522;0.0515;0.0008;0.0234;0.0518;6.3502;4.9916;1.6807;0.1042
78;SEEDLE;1;0.0227;0.2127;0.2315;0.1324;0.1786;0.0948;0.0023;0.0002;0.0003;0.0000;0.0788;0.0560;0.0552;0.0002;0.0251;0.6222;6.3605;6.1089;0.6074;0.7733
78;SEEDLE;2;0.0333;0.8439;0.8480;0.0548;0.0574;0.0386;0.0010;0.0001;0.0001;0.0000;0.1025;0.0728;0.0718;0.0008;0.0326;0.0650;7.1806;5.4601;2.0517;0.0994
78;SEEDLE;3;0.0409;0.6040;0.6799;0.1356;0.0963;0.1903;0.0020;0.0002;0.0003;0.0000;0.1271;0.0903;0.0890;0.0007;0.0405;0.2245;7.1826;6.6611;1.5355;0.2179
78;SEEDLE;4;0.0378;0.2597;0.2703;0.2281;0.2239;0.0247;0.0053;0.0005;0.0007;0.0000;0.1238;0.0879;0.0867;0.0003;0.0394;0.8781;7.4003;4.6301;0.8068;0.7293
78;SEEDLE;5;0.0437;0.7405;0.7412;0.0962;0.0978;0.0086;0.0021;0.0002;0.0003;0.0000;0.1341;0.0953;0.0939;0.0007;0.0427;0.1299;7.7580;5.6530;2.0212;0.1343
78.5;SEEDLE;1;0.0682;0.4839;0.4955;0.2080;0.2168;0.0657;0.0084;0.0008;0.0011;0.0000;0.2145;0.1525;0.1502;0.0005;0.0683;0.4298;3.3007;4.5263;1.4163;0.4274
78.5;SEEDLE;2;0.0236;0.4145;0.6257;0.1996;0.2613;0.0154;0.0021;0.0002;0.0003;0.0000;0.0925;0.0657;0.0648;0.0006;0.0294;0.4816;5.0946;4.1806;1.6410;0.1104
78.5;SEEDLE;3;0.0205;0.4674;0.4787;0.1324;0.1367;0.0618;0.0010;0.0001;0.0001;0.0000;0.0623;0.0442;0.0436;0.0005;0.0198;0.2832;5.2044;5.0019;1.2974;0.1533
79;SEEDLE;1;0.0205;0.2856;0.3011;0.1265;0.1278;0.0999;0.0012;0.0001;0.0002;0.0000;0.0626;0.0445;0.0439;0.0003;0.0199;0.4429;6.2073;3.1349;0.8026;0.4006
79;SEEDLE;2;0.1099;0.5209;0.5802;0.3186;0.4277;0.1047;0.0247;0.0025;0.0031;0.0000;0.3898;0.2770;0.2730;0.0006;0.1241;0.6117;6.5002;4.2779;1.5813;0.5524
79;SEEDLE;3;0.0161;0.4538;0.4613;0.0637;0.0637;0.0413;0.0005;0.0000;0.0001;0.0000;0.0500;0.0355;0.0350;0.0005;0.0159;0.1404;7.3257;3.1868;1.1376;0.1559
79;SEEDLE;4;0.0642;0.3383;0.5427;0.2685;0.3326;0.1731;0.0247;0.0025;0.0031;0.0000;0.3835;0.2725;0.2686;0.0005;0.1221;0.7937;7.7885;3.9191;1.1518;0.6084
79;SEEDLE;5;0.0204;0.5632;0.5692;0.0615;0.0608;0.0649;0.0006;0.0001;0.0001;0.0000;0.0637;0.0453;0.0446;0.0006;0.0203;0.1091;8.6572;3.7023;1.2622;0.1612
79.5;SEEDLE;1;0.2347;0.9973;0.9982;0.3376;0.3342;0.0137;0.0487;0.0049;0.0062;0.0000;0.7336;0.5213;0.5137;0.0010;0.2335;0.3385;4.5556;5.8261;2.6338;0.4253
79.5;SEEDLE;2;0.0481;0.3419;0.3644;0.2168;0.2370;0.1095;0.0056;0.0006;0.0007;0.0000;0.1490;0.1058;0.1043;0.0004;0.0474;0.6339;5.0690;7.0394;1.5193;0.2618
79.5;SEEDLE;3;0.0258;0.4267;0.7461;0.1919;0.2854;0.0767;0.0029;0.0003;0.0004;0.0000;0.1178;0.0837;0.0825;0.0007;0.0375;0.4497;5.3035;4.8333;1.5889;0.1282
79.5;SEEDLE;4;0.0808;1.0470;1.0505;0.1211;0.1211;0.0137;0.0058;0.0006;0.0007;0.0000;0.2518;0.1789;0.1763;0.0011;0.0801;0.1157;6.2176;6.4865;2.5404;0.1573
80;SEEDLE;1;0.0208;0.8768;0.8911;0.0481;0.0481;0.0661;0.0004;0.0000;0.0001;0.0000;0.0648;0.0461;0.0454;0.0009;0.0206;0.0548;6.4611;7.1928;1.9256;0.0704
80;SEEDLE;2;0.0175;0.4023;0.4043;0.0651;0.0628;0.0319;0.0007;0.0001;0.0001;0.0000;0.0549;0.0390;0.0384;0.0004;0.0175;0.1619;6.8491;6.4259;0.9064;0.2681
80;SEEDLE;3;0.0345;0.4900;0.4993;0.1207;0.1169;0.0461;0.0022;0.0002;0.0003;0.0000;0.1082;0.0769;0.0758;0.0005;0.0345;0.2463;7.0748;5.3258;1.1712;0.3157
80;SEEDLE;4;0.0293;0.4498;0.4531;0.0870;0.0894;0.0101;0.0016;0.0002;0.0002;0.0000;0.0926;0.0658;0.0649;0.0005;0.0295;0.1934;7.8802;4.7337;1.0401;0.3403
80;SEEDLE;5;0.0699;0.5578;0.6412;0.1776;0.2353;0.0688;0.0090;0.0009;0.0011;0.0000;0.2475;0.1759;0.1733;0.0006;0.0788;0.3184;8.1340;5.5092;1.8563;0.2549
80.5;SEEDLE;1;0.0169;0.4679;0.4743;0.0771;0.0787;0.0614;0.0005;0.0001;0.0001;0.0000;0.0518;0.0368;0.0362;0.0005;0.0165;0.1648;5.6380;4.9502;1.1411;0.1632
80.5;SEEDLE;2;0.0203;0.5512;0.5533;0.0542;0.0542;0.0117;0.0006;0.0001;0.0001;0.0000;0.0636;0.0452;0.0445;0.0006;0.0202;0.0984;6.0895;4.7969;1.2601;0.1608
80.5;SEEDLE;3;0.0233;0.2115;0.2624;0.1874;0.1797;0.1075;0.0030;0.0003;0.0004;0.0000;0.0909;0.0646;0.0637;0.0003;0.0289;0.8863;6.6566;3.7157;0.9291;0.3392
80.5;SEEDLE;4;0.0872;0.6549;0.8203;0.3080;0.4284;0.0572;0.0176;0.0018;0.0022;0.0000;0.3268;0.2323;0.2289;0.0008;0.1040;0.4702;7.2357;5.2612;2.8301;0.1368
81;SEEDLE;1;0.0171;0.2625;0.2787;0.0992;0.1006;0.0386;0.0011;0.0001;0.0001;0.0000;0.0566;0.0403;0.0397;0.0003;0.0180;0.3779;7.8150;6.0952;0.6874;0.4536
81;SEEDLE;2;0.0316;0.4423;0.4543;0.1121;0.1124;0.0144;0.0019;0.0002;0.0002;0.0000;0.1003;0.0712;0.0702;0.0005;0.0319;0.2535;8.3118;6.0395;1.0622;0.3514
81;SEEDLE;3;0.0430;0.4707;0.4824;0.1282;0.1232;0.0520;0.0032;0.0003;0.0004;0.0000;0.1347;0.0957;0.0943;0.0005;0.0429;0.2723;8.9454;6.4683;1.2125;0.3677
81;SEEDLE;4;0.0195;0.2467;0.2533;0.1151;0.1092;0.0408;0.0013;0.0001;0.0002;0.0000;0.0618;0.0440;0.0433;0.0003;0.0197;0.4665;9.0477;7.3008;0.6324;0.6138
81.5;SEEDLE;1;0.0540;0.6588;0.8426;0.1867;0.1872;0.3849;0.0038;0.0004;0.0005;0.0000;0.1793;0.1274;0.1255;0.0008;0.0571;0.2835;5.8237;5.7081;1.9643;0.1758
81.5;SEEDLE;2;0.0771;0.5550;0.5660;0.2003;0.2145;0.0182;0.0087;0.0009;0.0011;0.0000;0.2377;0.1689;0.1664;0.0006;0.0756;0.3608;7.2027;5.6825;1.7858;0.3037
81.5;SEEDLE;3;0.0764;0.4802;0.5504;0.2343;0.2796;0.1284;0.0130;0.0013;0.0017;0.0000;0.2750;0.1954;0.1926;0.0006;0.0875;0.4879;8.3589;5.2043;2.0010;0.2398
81.5;SEEDLE;4;0.0368;0.4862;0.5309;0.1192;0.1684;0.0564;0.0025;0.0003;0.0003;0.0000;0.1188;0.0844;0.0832;0.0005;0.0378;0.2452;8.9435;5.9929;1.5465;0.1932
81.5;SEEDLE;5;0.0411;0.5357;0.5761;0.1326;0.1290;0.0865;0.0026;0.0003;0.0003;0.0000;0.1296;0.0921;0.0907;0.0006;0.0412;0.2475;9.5048;4.7033;1.4857;0.2338
81.5;SEEDLE;6;0.0224;0.2453;0.2596;0.1375;0.1454;0.0735;0.0017;0.0002;0.0002;0.0000;0.0703;0.0500;0.0492;0.0003;0.0224;0.5607;9.6591;5.9207;0.7275;0.5309
82;SEEDLE;1;0.0170;0.5439;0.5461;0.0545;0.0527;0.0250;0.0004;0.0000;0.0001;0.0000;0.0534;0.0379;0.0374;0.0005;0.0170;0.1002;6.4003;4.6447;1.2363;0.1396
82;SEEDLE;2;0.0482;0.4186;0.4817;0.1723;0.2527;0.2159;0.0049;0.0005;0.0006;0.0000;0.1617;0.1149;0.1133;0.0005;0.0515;0.4115;7.3419;4.1658;1.3223;0.3467
82;SEEDLE;3;0.0426;0.6023;0.6126;0.1499;0.1503;0.0150;0.0027;0.0003;0.0003;0.0000;0.1337;0.0950;0.0937;0.0006;0.0426;0.2488;7.8840;2.6461;1.4597;0.2515
82.5;SEEDLE;1;0.0321;0.7028;0.7414;0.0940;0.0899;0.1380;0.0013;0.0001;0.0002;0.0000;0.0980;0.0696;0.0686;0.0007;0.0312;0.1338;4.4899;5.6840;1.8925;0.1125
82.5;SEEDLE;2;0.0666;0.6790;0.6807;0.1392;0.1455;0.0211;0.0050;0.0005;0.0006;0.0000;0.1984;0.1410;0.1390;0.0007;0.0632;0.2050;5.0976;6.4158;2.2291;0.1684
82.5;SEEDLE;3;0.0333;0.4884;0.5052;0.1053;0.1096;0.0394;0.0020;0.0002;0.0003;0.0000;0.1029;0.0731;0.0720;0.0005;0.0327;0.2156;5.4425;5.6338;1.4821;0.1902
82.5;SEEDLE;4;0.0348;0.2517;0.3008;0.2260;0.2117;0.0902;0.0049;0.0005;0.0006;0.0000;0.1262;0.0897;0.0884;0.0003;0.0402;0.8981;6.3551;5.6029;1.0175;0.4227
82.5;SEEDLE;5;0.0374;0.2618;0.3323;0.1998;0.2585;0.0173;0.0078;0.0008;0.0010;0.0000;0.1701;0.1209;0.1191;0.0003;0.0541;0.7632;6.7887;6.1107;0.8512;0.6496
83;SEEDLE;1;0.0221;0.3162;0.3318;0.1045;0.1041;0.1293;0.0013;0.0001;0.0002;0.0000;0.0694;0.0493;0.0486;0.0003;0.0221;0.3304;6.4344;4.7229;0.7763;0.4615
83;SEEDLE;2;0.0204;0.4711;0.4834;0.0927;0.0910;0.0998;0.0008;0.0001;0.0001;0.0000;0.0646;0.0459;0.0452;0.0005;0.0206;0.1967;7.0400;5.5014;1.1664;0.1888
83.5;SEEDLE;1;0.0703;0.3725;0.4122;0.2757;0.2874;0.1756;0.0117;0.0012;0.0015;0.0000;0.2292;0.1628;0.1605;0.0004;0.0729;0.7402;6.7632;6.1107;1.1868;0.6273
83.5;SEEDLE;2;0.0604;0.3757;0.4375;0.2285;0.3137;0.1760;0.0089;0.0009;0.0011;0.0000;0.2024;0.1438;0.1417;0.0004;0.0644;0.6081;7.2442;5.8470;1.6091;0.2930
83.5;SEEDLE;3;0.0548;0.3520;0.3830;0.2050;0.2130;0.0640;0.0072;0.0007;0.0009;0.0000;0.1790;0.1272;0.1253;0.0004;0.0570;0.5824;7.6769;7.3040;1.1036;0.5655
83.5;SEEDLE;4;0.0835;0.4359;0.4640;0.2931;0.2745;0.0231;0.0148;0.0015;0.0019;0.0000;0.2737;0.1945;0.1917;0.0005;0.0871;0.6725;7.8245;6.6038;1.3959;0.5388
83.5;SEEDLE;5;0.0165;0.6075;0.6204;0.0385;0.0364;0.0736;0.0004;0.0000;0.0000;0.0000;0.0521;0.0370;0.0365;0.0006;0.0166;0.0634;8.2514;7.4345;1.4665;0.0964
84;SEEDLE;1;0.0179;0.2259;0.2415;0.1131;0.1436;0.0603;0.0015;0.0002;0.0002;0.0000;0.0629;0.0447;0.0441;0.0002;0.0200;0.5008;2.5878;6.5400;0.6333;0.5621
84;SEEDLE;2;0.0400;0.5963;0.6561;0.0904;0.0861;0.2113;0.0019;0.0002;0.0002;0.0000;0.1205;0.0856;0.0843;0.0007;0.0383;0.1516;2.7753;5.6613;1.7920;0.1564
84;SEEDLE;3;0.0392;0.3718;0.3888;0.1380;0.1378;0.1376;0.0032;0.0003;0.0004;0.0000;0.1188;0.0844;0.0832;0.0004;0.0378;0.3712;2.9693;4.9857;1.2456;0.3173
84;SEEDLE;4;0.0686;0.4481;0.4826;0.1952;0.2095;0.0647;0.0082;0.0008;0.0010;0.0000;0.2093;0.1487;0.1465;0.0005;0.0666;0.4356;3.0507;6.8878;1.5984;0.3374
84;SEEDLE;5;0.0212;0.2340;0.3053;0.1364;0.2353;0.1166;0.0026;0.0003;0.0003;0.0000;0.0873;0.0620;0.0611;0.0003;0.0278;0.5828;3.7254;6.0542;0.8971;0.3309
84;SEEDLE;6;0.0183;0.2459;0.2552;0.1151;0.1144;0.0986;0.0012;0.0001;0.0002;0.0000;0.0577;0.0410;0.0404;0.0003;0.0184;0.4678;3.9839;4.0364;0.7018;0.4681
84;SEEDLE;7;0.0324;0.4877;0.4964;0.0919;0.0959;0.0092;0.0018;0.0002;0.0002;0.0000;0.1009;0.0717;0.0707;0.0005;0.0321;0.1885;4.1877;4.8309;1.6016;0.1588
84;SEEDLE;8;0.0409;0.3197;0.3589;0.1766;0.2083;0.0450;0.0047;0.0005;0.0006;0.0000;0.1357;0.0964;0.0950;0.0004;0.0432;0.5524;4.4280;6.1329;1.1781;0.3702
84;SEEDLE;9;0.0388;0.3022;0.3980;0.2179;0.2370;0.0915;0.0079;0.0008;0.0010;0.0000;0.1777;0.1263;0.1244;0.0004;0.0566;0.7212;4.9230;7.0890;1.3304;0.2755
84.5;SEEDLE;1;0.0313;0.2638;0.2831;0.1748;0.1801;0.0871;0.0033;0.0003;0.0004;0.0000;0.1021;0.0725;0.0715;0.0003;0.0325;0.6628;4.9825;5.2878;0.8836;0.5038
84.5;SEEDLE;2;0.0187;0.2436;0.3031;0.1495;0.1443;0.0263;0.0011;0.0001;0.0001;0.0000;0.0502;0.0357;0.0351;0.0003;0.0160;0.6137;5.6439;4.5182;1.4127;0.1177
84.5;SEEDLE;3;0.0337;0.4783;0.4819;0.0891;0.0891;0.0095;0.0019;0.0002;0.0002;0.0000;0.1007;0.0715;0.0705;0.0005;0.0320;0.1862;5.7604;4.7161;1.4159;0.2115
84.5;SEEDLE;4;0.0310;0.2910;0.3114;0.1940;0.1952;0.0558;0.0029;0.0003;0.0004;0.0000;0.0966;0.0686;0.0676;0.0003;0.0307;0.6668;5.8071;5.6177;0.9114;0.4696
84.5;SEEDLE;5;0.0476;0.4063;0.4221;0.1778;0.1928;0.0248;0.0050;0.0005;0.0006;0.0000;0.1515;0.1077;0.1061;0.0004;0.0482;0.4376;6.6171;3.7242;1.1051;0.4896
84.5;SEEDLE;6;0.0272;0.3718;0.3913;0.1089;0.1015;0.0272;0.0016;0.0002;0.0002;0.0000;0.0864;0.0614;0.0605;0.0004;0.0275;0.2929;6.9049;5.4539;0.9456;0.3824
84.5;SEEDLE;7;0.0336;0.2811;0.2856;0.1785;0.1796;0.0160;0.0037;0.0004;0.0005;0.0000;0.1069;0.0760;0.0749;0.0003;0.0340;0.6350;7.0518;4.5051;0.8244;0.6220
85;SEEDLE;1;0.0165;0.2125;0.2162;0.1049;0.1069;0.0300;0.0011;0.0001;0.0001;0.0000;0.0521;0.0370;0.0365;0.0002;0.0166;0.4935;6.0008;4.8458;0.6188;0.5428
85;SEEDLE;2;0.0479;0.4212;0.4328;0.1511;0.1487;0.0108;0.0046;0.0005;0.0006;0.0000;0.1506;0.1070;0.1054;0.0004;0.0479;0.3589;6.0768;4.2175;1.0364;0.5599
85;SEEDLE;3;0.0169;0.3245;0.3293;0.0615;0.0666;0.0395;0.0007;0.0001;0.0001;0.0000;0.0540;0.0384;0.0378;0.0003;0.0172;0.1894;6.1132;4.9814;0.7531;0.3747
85;SEEDLE;4;0.0174;0.6090;0.6125;0.0463;0.0457;0.0468;0.0004;0.0000;0.0001;0.0000;0.0542;0.0385;0.0380;0.0006;0.0173;0.0761;6.6142;3.7492;1.3533;0.1193
85;SEEDLE;5;0.0308;0.4321;0.4421;0.0970;0.0977;0.0702;0.0019;0.0002;0.0002;0.0000;0.0961;0.0683;0.0673;0.0004;0.0306;0.2244;6.5640;4.2386;1.0293;0.3658
85;SEEDLE;6;0.0261;0.2450;0.2606;0.1776;0.1798;0.0413;0.0029;0.0003;0.0004;0.0000;0.0895;0.0636;0.0627;0.0003;0.0285;0.7250;6.9825;4.4282;0.7128;0.6462
85;SEEDLE;7;0.0160;0.1654;0.1725;0.1379;0.1319;0.0771;0.0015;0.0001;0.0002;0.0000;0.0535;0.0380;0.0375;0.0002;0.0170;0.8338;7.0619;3.8482;0.5254;0.7298
85.5;SEEDLE;1;0.0419;0.4667;0.4941;0.1666;0.1771;0.1000;0.0032;0.0003;0.0004;0.0000;0.1339;0.0952;0.0938;0.0005;0.0426;0.3571;4.2091;2.6938;1.2365;0.3445
85.5;SEEDLE;2;0.0365;0.4255;0.4471;0.1504;0.1509;0.0681;0.0033;0.0003;0.0004;0.0000;0.1170;0.0831;0.0819;0.0004;0.0372;0.3535;4.6402;3.1332;1.0962;0.3820
85.5;SEEDLE;3;0.0239;0.6066;0.6436;0.1077;0.1159;0.0937;0.0008;0.0001;0.0001;0.0000;0.0734;0.0521;0.0514;0.0006;0.0234;0.1776;5.1195;3.0709;1.5465;0.1258
85.5;SEEDLE;4;0.0253;0.5137;0.5156;0.0587;0.0593;0.0280;0.0010;0.0001;0.0001;0.0000;0.0789;0.0561;0.0553;0.0005;0.0251;0.1143;5.3508;2.4675;1.1173;0.2545
85.5;SEEDLE;5;0.0284;0.3625;0.3695;0.1319;0.1326;0.0396;0.0022;0.0002;0.0003;0.0000;0.0878;0.0624;0.0615;0.0004;0.0279;0.3638;5.8507;3.1905;0.9393;0.4048
85.5;SEEDLE;6;0.0584;0.6292;0.6371;0.1096;0.1127;0.0582;0.0044;0.0004;0.0006;0.0000;0.1832;0.1302;0.1283;0.0006;0.0583;0.1742;6.2788;2.6924;1.4477;0.3499
86;SEEDLE;1;0.0295;0.4456;0.4759;0.1350;0.1282;0.1185;0.0016;0.0002;0.0002;0.0000;0.0912;0.0648;0.0638;0.0005;0.0290;0.3030;3.9538;2.0943;1.1374;0.2870
86;SEEDLE;2;0.0236;0.3615;0.3765;0.1249;0.1217;0.0280;0.0017;0.0002;0.0002;0.0000;0.0769;0.0547;0.0539;0.0004;0.0245;0.3453;3.9928;2.8500;0.8939;0.3706
86;SEEDLE;3;0.0277;0.4004;0.4045;0.0978;0.0974;0.0113;0.0016;0.0002;0.0002;0.0000;0.0873;0.0620;0.0611;0.0004;0.0278;0.2442;4.0493;2.3712;0.9343;0.3991
86;SEEDLE;4;0.1033;1.5096;1.5103;0.0874;0.0874;0.0042;0.0056;0.0006;0.0007;0.0000;0.3231;0.2296;0.2263;0.0015;0.1029;0.0579;4.6523;1.9125;3.3784;0.1137
86;SEEDLE;5;0.0162;0.5573;0.5613;0.0389;0.0364;0.0182;0.0004;0.0000;0.0000;0.0000;0.0510;0.0362;0.0357;0.0006;0.0162;0.0697;4.3558;3.0536;1.2003;0.1411
86;SEEDLE;6;0.0390;0.5546;0.5675;0.1221;0.1141;0.0462;0.0024;0.0002;0.0003;0.0000;0.1244;0.0884;0.0871;0.0006;0.0396;0.2202;4.5198;2.3823;1.3458;0.2705
86;SEEDLE;7;0.2098;1.1102;1.1273;0.2326;0.2328;0.0701;0.0319;0.0032;0.0041;0.0000;0.6552;0.4656;0.4588;0.0011;0.2085;0.2095;5.8492;2.6652;2.7004;0.3616
86.5;SEEDLE;1;0.0865;0.7264;0.7301;0.1666;0.1652;0.0310;0.0088;0.0009;0.0011;0.0000;0.2718;0.1931;0.1903;0.0007;0.0865;0.2294;3.9594;1.9823;1.6922;0.3798
86.5;SEEDLE;2;0.1349;0.5663;0.6098;0.3282;0.3290;0.1286;0.0275;0.0028;0.0035;0.0000;0.4326;0.3074;0.3029;0.0006;0.1377;0.5796;3.9083;2.6295;1.6768;0.6029
87;SEEDLE;1;0.0518;0.8936;1.0717;0.0813;0.0677;0.2572;0.0021;0.0002;0.0003;0.0000;0.1630;0.1158;0.1141;0.0011;0.0519;0.0910;3.6254;3.1752;2.4348;0.1097
87;SEEDLE;2;0.0466;0.5695;0.5761;0.1057;0.1067;0.0178;0.0032;0.0003;0.0004;0.0000;0.1467;0.1042;0.1027;0.0006;0.0467;0.1855;3.9621;3.0725;1.2832;0.3560
87;SEEDLE;3;0.0336;0.5423;0.5480;0.0829;0.0842;0.0167;0.0017;0.0002;0.0002;0.0000;0.1057;0.0751;0.0740;0.0005;0.0336;0.1528;4.2844;2.8527;1.2944;0.2520
